Indicator_Type,Data,Note
domain,6549558534.businesslawfederal.com,FlowerStorm phishing domain
domain,6563076233.lawyerinvoicehub.com,FlowerStorm phishing domain
domain,6570243091.federaldocapp.com,FlowerStorm phishing domain
domain,6578617773.my.id,FlowerStorm phishing domain
domain,6578617773.space,FlowerStorm phishing domain
domain,6587413879.constructionlawcourts.com,FlowerStorm phishing domain
domain,6598089685.constructionlawus.com,FlowerStorm phishing domain
domain,6598089685.constructionregs.com,FlowerStorm phishing domain
domain,6630184761.my.id,FlowerStorm phishing domain
domain,6636653764.space,FlowerStorm phishing domain
domain,6638424722.my.id,FlowerStorm phishing domain
domain,6676190625.my.id,FlowerStorm phishing domain
domain,6685596917.constructionregs.com,FlowerStorm phishing domain
domain,6689270615.my.id,FlowerStorm phishing domain
domain,6691869997.my.id,FlowerStorm phishing domain
domain,6698331411.my.id,FlowerStorm phishing domain
domain,6705184332.businesslawfederal.com,FlowerStorm phishing domain
domain,6705184332.my.id,FlowerStorm phishing domain
domain,6721918489.my.id,FlowerStorm phishing domain
domain,6723980055.space,FlowerStorm phishing domain
domain,6733994123.my.id,FlowerStorm phishing domain
domain,6745347953.my.id,FlowerStorm phishing domain
domain,6752689631.microsoftlawgroup.com,FlowerStorm phishing domain
domain,6752689631.my.id,FlowerStorm phishing domain
domain,6757964131.constructionregs.com,FlowerStorm phishing domain
domain,676040511.database-server.com,FlowerStorm phishing domain
domain,676040511.my.id,FlowerStorm phishing domain
domain,6764151209.microsoftlawgroup.com,FlowerStorm phishing domain
domain,6767743674.fun,FlowerStorm phishing domain
domain,6767743674.my.id,FlowerStorm phishing domain
domain,6768938240.lawfinancelabel.com,FlowerStorm phishing domain
domain,6785433762.constructionlawcourts.com,FlowerStorm phishing domain
domain,6785433762.my.id,FlowerStorm phishing domain
domain,6792857627.my.id,FlowerStorm phishing domain
domain,6798247249.lawyerinvoicehub.com,FlowerStorm phishing domain
domain,6798247249.space,FlowerStorm phishing domain
domain,6803490767.my.id,FlowerStorm phishing domain
domain,6820769264.invoicingconstructionlaw.com,FlowerStorm phishing domain
domain,6820769264.my.id,FlowerStorm phishing domain
domain,6832884934.my.id,FlowerStorm phishing domain
domain,6871778911.site,FlowerStorm phishing domain
domain,6879900105.my.id,FlowerStorm phishing domain
domain,6881337429.constructionfederal.com,FlowerStorm phishing domain
